password,score,label
/FiOGvc&F5MSR,76,strong
<+a|l:tyt).Lw]b+|/,81,strong
e<X6P=;a0GM'@,76,strong
l(Jf@xOf-i^k,66,medium
ui-d+IyNO8w]2wB,82,strong
75x1~taqo4<q_pOwm,86,strong
p{7T/b'QJDU%,74,strong
c=5`Q&)}Ir$nG!,79,strong
9ed7p3`iD3Y3|kk>G@4g,94,strong
2{_]iQGIBBiv[%^,82,strong
rJKy~HGj9l?yl.Jm,84,strong
S&;*.d(\Q96Y_usaQ-M,92,strong
tqpDHz!!JnKgL,68,medium
p=<}La/w$X2:k*Pr.z^I,94,strong
mG{GM{@jRQq[r#G,74,strong
*/a-\`&ZGDo(J1Iw3]9f,94,strong
"qv.Da[(,_X}pgt'i`!J@",86,strong
MNL=:s^R#l6@%T,79,strong
"25d?R?2iN'%9Be,",82,strong
5QRCH5+^GSm?aCHXe3,89,strong
!5m>k^jv38cj4V.zFCh~,94,strong
"{D)4/:h^,V>0~!*`$",86,strong
-lsMcJoUGmIAncug~yp,84,strong
EalJT]-R;)G^],68,medium
eCr]D_gnc:eNF~t[^S,81,strong
}3[(2F$z}+|cUP,79,strong
u][Fvl3S(hkUrG8OB,86,strong
"g,>!Rf&h.CER",66,medium
Zr!&E\#[gqEXBB,71,strong
O!Tj}R~|C`;Mw,68,medium
LAd?$z{]s*gnvAH@,76,strong
7`Cb*-K{b~I[A,76,strong
"L65(N,V7}mj+3XIp",84,strong
PF^4PaCFhUQAf{cC_,86,strong
T./fzE;#(w;SzV,71,strong
";_6\,JW0~PvWG",76,strong
"'sTD3%H=E;Vuw#,^G.uy",94,strong
/k^jSB{KaP<@,66,medium
dQP.Ec*)1^%C,74,strong
>IU(FyeY+b9dSO/t,84,strong
nv>]!?`ZPCo+_dWs>:U,84,strong
mFoz\iBB}~}4,74,strong
l?gdv{3[ea1O9,76,strong
"MY-,UK:~lJXz8",76,strong
L9m<e7J%qbSgO_F8,84,strong
+&iC<)FY8h%=,74,strong
y('OrE}V;*TajuuGbZ3,92,strong
`Jop/7dw4RMRn3,79,strong
=%G!}HQs\R97,74,strong
UQ:`'eQ_.8\$~z5S6~e,92,strong
z7E2R^Dm_HRh,74,strong
\PZ8p)e]'+xA1Y'}5P\],94,strong
1o)>%)i(Kl`Qt!B1NL,89,strong
2E*(9=]!VT:(^:L8eHgF,94,strong
tbD&]K{~&b6Co%s,82,strong
z^n\F.C2EAw)K>e7],86,strong
[1)/u5h`H:%Vve,79,strong
|lW}U3(Kmuj[5T[l'6,89,strong
Y<;qtey{IZAW%}9(1>,89,strong
5gVAu5}dHIi+={b,82,strong
"ItF;,A-%dS{\}",68,medium
w}Rdw]4*jzY7>t^kFE,89,strong
"O:+;1#2BRg|c,,`|DYh;",94,strong
h}7z\;XB%g1v,74,strong
>JuT45`Twvh{S=cWuO,89,strong
P5f@Ik1|iCa^_,76,strong
Eui+dSS@</v+]FN%P,78,strong
@JNv&Td?9VMFKuU,82,strong
#nI%R<w>jbe8o,76,strong
<;rfw`D0^Vgg^Zkx,84,strong
"ZpmxW_Z9)x2j$M85,!#0",94,strong
eip;wQk%l>{;,66,medium
^BUk$>BqQVQEU6`,82,strong
_8+;zz|wdRHIC8m,82,strong
"g,t#sq6PCrU$LRoh6",86,strong
xP7c[6W5(WvE1dse'hyi,94,strong
|!])6L6(Uv%e2'<,82,strong
wy*HPer&tA5+PaKoo,86,strong
'}VB3(tr.CY3Vr,79,strong
}U;j\hACofC#IB,71,strong
J67.TStl(GKueH)N,84,strong
I&5~!d%5pk(jw,76,strong
"8lg+\4<8WPkTX,hpER",89,strong
\!MB6hwFj2zlk0u+],86,strong
czkc.K`Oij(?FqLxYbE,84,strong
4agV8ks=!PhwG7JS,84,strong
j\032X*QAPl;B.,79,strong
!MwrYtql1rde,74,strong
",Dbxv^aw&Q7mT",76,strong
tjG!Ooga%]#5T<T,82,strong
"9MBt`,3nJF3'n?|-4",86,strong
h^<qS%B3W1}G-5=cxjI,92,strong
=@q@frGOTR`.D|y,74,strong
4J5}1wFLbp2G,74,strong
Hp@+}aDn?U7l_h%#I,86,strong
"3Jp:^f>Va/W'2tuwf},",92,strong
"P4@vt:7,RL2TY??D",84,strong
(v=)AW%JHiIO_p',74,strong
"vo%9@w,xVs;:=|2t",84,strong
NG=SQi$M?d-~xPNL^$,81,strong
{zaZ1?.\s[~}MmR,82,strong
((_;f1?Yv^w:3n,79,strong
J1b1G&V1~.LHF.L>n,86,strong
"a6IIy!RJ,7as",74,strong
YH$K^?E*&a{Qd,68,medium
4za-8`%t`@db%!_|,76,strong
k7<2uJ2O<EYk'\z&`m<W,94,strong
2{Kx58)xnY)/,74,strong
MB+*RG[g&C\&ccHJ,76,strong
Fw?]Nb_y6?@5uAT6-B4,92,strong
os(zlLvP|ij.XROYl,78,strong
a!43%Jh[5Z0DBh?7s|,89,strong
LF~DV~1DVX-F7,68,medium
&gG5>KC|U)6ZE,76,strong
xUk^A}.+O`!/^fv{7,86,strong
TflG1(&UB}Cr7tzxmu,89,strong
jWTK^YK.e4^1-#j0#Csf,94,strong
9LzKw8idlPyIyih3kg,81,strong
2[@cpU(7[6hP`),79,strong
6eVbbwH-]qV:!TtI,84,strong
;Dj*t(~cqK[CK,68,medium
f_4\@v5~)OQA}X_;T+,89,strong
.!4|XO$4m`6:,74,strong
oN~X]|*biV/FC&,71,strong
2g/Si;W|pD*h`AV,82,strong
"+]o_hHC/d,>BnM#V",76,strong
$nD<L:A;m5i.@<0!Bwc,92,strong
#TSy|>%rz@1<)~Ey=,86,strong
o_d}NaQEuAJ|,66,medium
N5vG!at!|>f@wXu,82,strong
BL/}g${gci{H:?6>=,86,strong
"}=CJB>R@3a$^&F,$",84,strong
4Ut%LM%)QM:\:+-p@,86,strong
:j5*6F+tTo%vr9CF;_qC,94,strong
"x,&F~50r<>J]_rkp>4",89,strong
Xw%vYCWmE}\wE,68,medium
q1qBt>R^g'reS_*,82,strong
%{aMMBPaB~WL1G]O&,86,strong
yHjUa|j`M{0#B,76,strong
SYi~s~n4*?>5puV7QACv,94,strong
d#o101~[k+T!zy^b4,86,strong
3?\2:d9$|go9N,76,strong
`jfE.aIj+DDry,68,medium
"YjtghY,!xM'8w1",79,strong
7StU<^f*kXH0-.2jm,86,strong
EELhj*t>3W6;+R[B4KjS,94,strong
"pU2?Z?}f,P3/.nE)gA~",92,strong
Rn@9zVXLTi0!8T(X,84,strong
GuRzxng`ql:Z:^x,74,strong
T*E`c-6j@(cF5'%Sy,86,strong
%z%S]B+2Eda7,74,strong
/5ZBxP8af3S~Nf3MY.!,92,strong
W1P2@P#DzFk-uQ\*,84,strong
j>ehe3|i/nNK`}8)2},89,strong
4:~Eu64p=wEj/<'#+mo},94,strong
_J-huasl4%|vbTeDpW,89,strong
Vr~u)]8_g(jX(6]+!Mh>,94,strong
"0<z1sf|n{:mQ%'b3g,z",92,strong
+PS.o_EcS*:U1,76,strong
M-D~xd\&-A7`zw,79,strong
e-%kL?Y+Z7/:?,76,strong
z@-+rh4?fGM!,74,strong
"?>Q`Y#,&E5&T2tH",82,strong
4plPY>7nV`PD,74,strong
|KjQFwnp0?p1/8[,82,strong
_5ON0~0O@wKU,74,strong
pn.aQmO$I?`Op:|0LG&3,94,strong
z+QJ'I)7y\r8vz|'Y-P$,94,strong
d7)u?yQ`k'2|ojWf,84,strong
)xYV*p76H.*QDbkKu>i,92,strong
C=4+YPX*=#0:I8T'&w+,92,strong
A]>L8aYt~a?;`|,79,strong
N7~acF5~]?;w,74,strong
&4C*:7]BA(o6S,76,strong
"LFG,<M#Yx|/Qn",68,medium
B}zz-O)4.!ttl4\x\,86,strong
{&+d^9.kjy'7;,68,medium
Hg[.J<pt?`=v*,68,medium
"^mJ3a(POTKb,C(P",82,strong
",KA?#|Z<s_V{Np0TIe#",92,strong
JP>zVP`wG!Fl_|,71,strong
M^=m4_my\!Y[=mSF5;,89,strong
"v$#N9o,9F(*f|o|",82,strong
M0Hmk:awHg;sRtt!7IW;,94,strong
0(c]_eg^5i8<hM-|?YdO,94,strong
"96,%2CUlYlE>*!3h}",86,strong
J+Vy->Sew{~14Hm?6_,89,strong
vvM_QT'5*%w6pOqDWROH,94,strong
",Q,]0SU{^Is187j",82,strong
L>Un|t?]j+=Z0p,79,strong
9rl)<0Fxe`^j\[a,82,strong
bO-Q#tGkuUXf,66,medium
"F,[T^'t{g2!;adr",82,strong
saK{4)-\(j^v1S0%LXa,92,strong
9Db\w*)u5|fH8[Y+Sd,89,strong
7v0aCEY33Mti;c,79,strong
"#hRshkYcbxcE,#1'^G",89,strong
"f4l\86VfWg/6i)df,",86,strong
!y!X:U@lX}Wyr(n%,76,strong
"V`t@W2Ni,p:~FGSAT",86,strong
"-.[,U'>;U>z^)!tmJ7X4",94,strong
s>WPD8zS@Pk?l:Nfs,86,strong
GM^HAS9>CAy0x,76,strong
;QG9}eNw6j;FP,76,strong
%#zQEhrx]k]!T9\,82,strong
(#xV%dQ`x!?q{jZ,74,strong
DIs:X'r6Shpbo:ghg,86,strong
fAB&AbJ5+j&q,74,strong
}ZY$O~VJo-#AcN5Z_,86,strong
mv*.0$9fEHFVg\D,82,strong
"dcb6t,7*httHt<RV08",89,strong
3V]=mnmaBDVW%>_k+Ar,92,strong
q'a>8(t5Q(qI}hks9*.,92,strong
eG[bRGEZs/$fd0,79,strong
8-Y}%DgK/KEV3<^C,84,strong
cI)V8{Sr-?vN%M,79,strong
&ra&4aPi}Ly},74,strong
w~Hw9#I6HKqU,74,strong
9ET]AWY$))si]?FhQr,89,strong
f!Fk:{NY2[hC>Lz%,84,strong
!l4y=qh\_6>Zjj5VPR,89,strong
/qA&BoYz~RYmMOtoRd,81,strong
fX&G.NNM]9L.n!N*9,86,strong
#1Z+E&*.>3LR9Qj(6,86,strong
cea+tx_/jU;s#LzGtnt,84,strong
",hIVq4=P[J~5QN",79,strong
a]P8|YjsRX>rDT6,82,strong
%\+QYo<X'Tw8P,76,strong
!OygrRoowR{F,66,medium
|?8Hv<pe{:g<l3EC,84,strong
FRIRz=QugMF`{,68,medium
[*)/\PT>zjx5yhmAc;,89,strong
\!8*=]6dbHl6~&wSJ,86,strong
J4IQ|gQn~KL&\76I^,86,strong
]:5gctSnSpph,74,strong
mPhQW&7q.VZ4jlj>hr^,92,strong
9a6\d:8V81aL$F,79,strong
}J(+wz~6y7TxLR,79,strong
MZiJPQx`2;F9CcOS,84,strong
+/dfN1Pp%aXP]lc/k/:/,94,strong
_C2YI@!H?_n\,74,strong
Hj}T#@QS>+VDih=Xu,78,strong
Ou<;mUO:J(Al649,82,strong
>-ty>48.PQSi^{,79,strong
.!e>9K);[Z=a`^bq3,86,strong
9iKz@@UM\A+~]j)]V^>,92,strong
hpiBdlqY(S8KN-q>S,86,strong
"(%ZbAQVz2?5,}",76,strong
0(I7nrj[tn7%tTSWWR{,92,strong
+voe&ci%%eAB)k,71,strong
J2`c:l\9Q{yCTrN;,84,strong
3to4RU\#$d:y_4,79,strong
kA6Cwe8e{nT.UJv#',86,strong
Rn;v*4dc!#QG3])H.,86,strong
)@(jC\'h'MA~$,68,medium
.2{_Y%<T*i*zN3G(J[=),94,strong
4}\/ac57#MtnB=i<,84,strong
<t23jcIvgY3[V_WYEC!k,94,strong
=.a`*TpuKEG<mI3bh89,92,strong
v4{R_<Oa0B(\,74,strong
"-_EBlzVs,j<o<ri",74,strong
]pa^({_;>9jp',68,medium
`]mh!nDvFT2YD:,79,strong
"bZI[2a0CJ3NL7i_q4<,",92,strong
"k'&&VGqz9tr,",74,strong
1UubKF_|.:I:a}/'OQH,92,strong
[|Mf}\+6o?^mSG`4e^)4,94,strong
J_W#2Y1t9Fe0U{452,86,strong
g;>u6/$Kp&`~oLTG,84,strong
ZS3*C;5TVy6;K,76,strong
FW9m77QU'tTxh?+N#ca,92,strong
A_$sHaK^Z#RGQXw,74,strong
rk~cM.HdNLkVx,68,medium
rfs`UY%.=0dy2.\RtrA,92,strong
"h{s,zJq;]jvkUwd-*@7?",94,strong
"Nj'6OD>7&7%9lS,0F",86,strong
a%j9Hf.VOorX,74,strong
T*G%}MTE2T`a.7|ZH,86,strong
<YMT;XGzpX3U'W%C,84,strong
O=2)?f8!s?y#0u!Q,84,strong
GItQ?^1xXL)1q,76,strong
<8cnr9V-r9D3[@95,84,strong
;o(??i==$Qqh`\!|52)P,94,strong
!W%S[8*N9?/54,68,medium
sh$fw2OTZN{{wa4}LH,89,strong
"1|@,+'H-DalQ",74,strong
bb3]~A(S_yqUL<JZHz!$,94,strong
d@vO5HMtEkAYmHD5MvJ,92,strong
%uAJex_uzFjDV,68,medium
",bpf)7:0,fhi*",68,medium
EPu`x{yJ.pSpUP*Z.=+,84,strong
"do`8&j,h\H[/8Y4*SfIh",94,strong
":wIK%l?,]Kl#M=Npd4",89,strong
Mwj^*rX_y@V@#&]XZZ,81,strong
yp|yM@vFwfm4k.Y(,84,strong
<5n\EfD`b/EJ,74,strong
"c.@fMQt,Y7C.3",76,strong
~~>0R3}7siQo?f.!,84,strong
"6,*@k2@RewYN",74,strong
~oBG=28PhoiXp]),82,strong
"#},Ay2)oxEDlX81qCv4E",94,strong
^NJ!#3nLHcQZ,74,strong
.~J_g&d'u[=Q#/_z+S9,92,strong
ri<3@zAX&C;d;)@{RXY/,94,strong
"Icu:XvZ>K'*)H>p{$,",81,strong
<zs&w)3%!#HC!U^}/[,89,strong
Dz6&wk(k'WhB0K2,82,strong
"m3Us7Yi,}9QuG",76,strong
aa2/&y{rLPt;V/jR3v<,92,strong
u7;/?&'QW'j_x!)J]E,89,strong
}T*T[d5tk!7i)p%|qu-,92,strong
mU;=Wha-dTGB,66,medium
'f'be^Uf0nM'OX,79,strong
"Ykrg\ev.K+JL%,cn`*A^",86,strong
zz#*>^[fX]BA.Kke*s-,84,strong
fRj}(5<70)/z]`L_q,86,strong
|ZAEQ*c3*[;od5IjI,86,strong
<A~Zm/Vy8wlPL,76,strong
"[},vX(3p+z<z<J",79,strong
C6*>LE]9yCa$$]QG0,86,strong
+f-<nt%@']xRa*Q^sH*,84,strong
Q))>.^g~m8>r[Jk9T^,89,strong
=[;i||Xawb5A*fl%/8,89,strong
"_,,i99YOi40T",74,strong
.F&I@;{WZ.w(I/,71,strong
">a,9s,o}zH6{e",76,strong
_'v:eW<RDbNn69ur}L,89,strong
<aNXqqQ[4d0KUT[-YI,89,strong
T*|3uc1+>l;(,74,strong
&cViF@1T2+0Gbr}&,84,strong
_B.7dnHEZdrCa*,79,strong
"KV{ZS6%jZep,(45bry",89,strong
"X;5NDZ,1uKA$%4!$",84,strong
Hbw~1I[v{4d?kW%n9FU;,94,strong
d/3J>c|i5Sp$+._%R,86,strong
]V$c~W}OC\MP,66,medium
Hj{r)t!~w=2O(.,79,strong
B[O/_Y2?+NWZ)u'5l68K,94,strong
`q^|[gynD/iOc/Q,74,strong
Jvxv[~)vlM|<{,68,medium
:PKHT=fA*l</M6C,82,strong
@.UL]\O~OE%M,58,medium
x@C3=)WYD6qBie,79,strong
yCYCl2+b6:Y9(n{+@q&0,94,strong
n<7eX^yMB(a=,74,strong
nA:9f!z$Xkq],74,strong
Q{{Jdwi|^yoWM,68,medium
I`Gz?2DyO5/F~{!Q,84,strong
;VET~(2PIAB(,66,medium
VSvU68@G-VB\&t?o,84,strong
D55ei]4Ro*k~F-|}2,86,strong
C0)ALI7[6=1#,66,medium
UD2u989\XhV\P|[8>,86,strong
!p3cr6AzF>W.-;wH,84,strong
Gg$c3@n\kTIGM`DH/~,89,strong
jFmlyE(_O{:=b,68,medium
1F={>>>5:nHql]>^,74,strong
cke5VM(Lx=B?+,76,strong
4<L.9yTE$p0FxI+,82,strong
_ujk{`e?O+no&%/h,76,strong
Ys\MNSu<@j@!UFS_&*,81,strong
Z?~M4dC#1M`xw/nHqq`7,94,strong
w/%<Yc]wZC<`-,68,medium
"Pp,jFbf)2W#Cw|S?7)uA",94,strong
\Vyk]nGR3FCsdB00,84,strong
"6HS_0$9Pw)g(*,JOT@",89,strong
ecpnD/TVc_TXS-5`6v,89,strong
/M/nIg.Ab8.',74,strong
6!A')_=Ty?*Ht8#p,84,strong
Vf]%kso5p71Y*l<>!E]y,94,strong
jdEvXw!{b}</6c<3,84,strong
1;&ySwV73Jb2X,76,strong
F6s%;cBT{la~e88,82,strong
"Qq.y,o,/@<BPgO5?",84,strong
"I$AKO?IxioJt,VE|l(",81,strong
"B`W%:Q%Z_uD$`}%/l,",81,strong
Cy}6>o@?6@>SL`=:@5,89,strong
gQ:7#`B8\Ac;x%Na7V,89,strong
/o{vwYn@J'4vDR&+ETH,92,strong
/'YNa!V<2'a2jg$_!2A,92,strong
w*h807g8X8Oz,74,strong
FBDd^M8DLT_bs*,79,strong
=3B4\[c15m#@/,76,strong
yhPsA]5sO[7Rp@G6hj,89,strong
'sLb&zUT/&bppI%,74,strong
"LPi;,2QFM=P#m4}0K",86,strong
Ts)'#S%;1B8~_$=i+~WD,94,strong
jpz!/sV]@~P<6\:(2,86,strong
"/;j>?O!.*Y,M!r<`:l_",84,strong
z>K@{m*jJvf?C/V,74,strong
f._?3\2[o{i|,66,medium
3$oX`=gZSWV>v}Ow$iZ,92,strong
"|Y=&M>8B@d$W,*iJ,*",89,strong
@/8D>rCyulE:[:wf/o?u,94,strong
C)N\>)r$*z]7w#5Q,84,strong
c`S}VJhn]Lr>3[`k,84,strong
"dsuIcAIhzfm#TxE}>,>",84,strong
8LF#`q^^>U5@|,76,strong
[@HYoG/F!/)<oj).,76,strong
E+$8jo/A?0H\5,76,strong
.@-7B0BZ^a:\qYH,82,strong
leP&23vddU_uWD03_dAx,94,strong
@p~cBKm:*#Zly8L,82,strong
"7w}Q9Ox,L/x4FR*1zcGE",94,strong
fwOXF]PgXdF-3/^n&rK,92,strong
cDtr@tvdhJ|qI@1WP8,89,strong
q+jj^^sL[>5n,74,strong
`<?Nu81ujLST~-&,82,strong
739F?/v?Q|a{ud,79,strong
4D/@I=KRM.$}_U,71,strong
TEGrPP*TuRbt?3Cx,84,strong
&.bp(e{}2LMh9fAr6,86,strong
X.*;\)!~kUNue%i,74,strong
.w=^1!#rxk(o6Rdnl/V,92,strong
"y6I$9KJ,V,9MCZ",79,strong
-'[Ko&qE;Jwej,68,medium
.RK5GJ<a|d{BGJW)tN`,92,strong
K?K3Er@e'@hK%,76,strong
xW'!@--=[08MfYp0WWi,92,strong
Vy.t+;d(LMJ3s,76,strong
L{CYWG(*Je`=,66,medium
'WI3M~~&fM2e){hY#a$,92,strong
yZpoK$tlcCF{,66,medium
bm=nRIveBVYT4C/tfX,89,strong
2>:WfrLYU;i=dE,79,strong
"?|BL*,KKm-mud",68,medium
"S~n,>4^Uc&)y,",76,strong
9hk3<7v*q-Vw}G,79,strong
8GqHSi&;.pFN.,76,strong
!q2Ro2450YMmZKkMF,86,strong
FfDw1mZTE6{r*u,79,strong
*5yk[qt{^TI!.,76,strong
^Z;<BFQon:0;j*U%Tp,89,strong
7'^{}SI<*T{wAqU,82,strong
U&@?NAPB-Azs_,68,medium
`r|YK0kj+u@>OLb>QJw,92,strong
"-(,ls9D[[faT@xQYU",86,strong
yUS3B{-ZY}hV1W},82,strong
=Z%Yltj8ZC4Kx,76,strong
(|];x&YE?1W_7`,79,strong
^m+^wAig1xnnSu,79,strong
R^?ADr&}ej%zw\V,74,strong
|K{?g5^dqvX2Zv,79,strong
f{>Ox}7Twkk'H:-wir,89,strong
:O|vLjCw4A*5YgbA,84,strong
HOA|A~HyO^>+VlA0,84,strong
7AG<c!}q)IZ!<1of5,86,strong
l6iABo!M:CQY,74,strong
"Iu7dkG'ELsG,LEJ",82,strong
_?`04U|tvNpA5,76,strong
"^%(6&pG\>%,;'PojvqA{",94,strong
HIVB%c3vVL|uFM4,82,strong
9zl}`:kfqubt~n>6,76,strong
BLGotpbki_ai;1,79,strong
VDegTBzP3cw%vW7`*c,89,strong
"A}xi?#L#z,b$#E74\A|m",94,strong
DzaLJ'~p__8%,74,strong
|c4U1se:_S:D,74,strong
F&o]U?~AtLd~[w^tRlC,84,strong
vdr_*|:D-4i6,74,strong
l1[Glk1-|)-O$_,79,strong
/.0Rtim/<H#X/,76,strong
2Q.L^Dnc/MWDB,76,strong
hEt_-%-<iTH&h~E,74,strong
b(9Q${6)x}sX-,76,strong
"'naE73aOE,(U@^`",82,strong
y@f&WED`mzp:,66,medium
ad203dCyUF5^)P$G6pV,92,strong
"nCBn,6jEKMyGoA>|p`-9",94,strong
8;}Ob>eM'V4x:P/'}h/,92,strong
WqUmSH?awt``.<,71,strong
@Z)_+yA^=<g~=YNRy{,81,strong
QuCUhL9-tHeE3cKPLWZM,94,strong
5X{aHo+/N6XvE+u1^acd,94,strong
gjB<xIhU:w0n`N.,82,strong
"MR,R$1u!=Q&{ZyqE",84,strong
.l`6R-P+qRHM609,82,strong
"#,3GDHn{9!]c[o!H5",86,strong
"~wh%Y0/`(P{Mv,2N/)_",92,strong
uL)DgCm}#PwXyW+!5f<k,94,strong
:b-zP}}N8~v_ia6_&ub,92,strong
*(wv'Wx.V@@Lr.a,74,strong
()TGrv\MN:iLq.=d@2r$,94,strong
ZdT70}rz%!qp$d/W,84,strong
IMv3#d[W2DC75Vu+,84,strong
oUFR\S]-x@%qw,68,medium
C?4Ro_0lg$^j,74,strong
YF2lyG!fIE6{Vp:y9JT,92,strong
lFM1je2cB8bR%81,82,strong
"pC,uKiYFg;]k",66,medium
Ll5%my&3+Ss.lm+9,84,strong
"Eau,62N]H>nnZs",79,strong
q`bi2!v5R`J8ToNPo#,89,strong
#W992+5-8^Y+),68,medium
"t4,uj+cKAP)%",74,strong
"!1Y@~:q3{P9ri&,}0\{",92,strong
_/j!&vQ/tfccm}9p.P-,92,strong
+cVMZ$h-~Ze9A,76,strong
)@R;6qo2R?;x{&L+WzKx,94,strong
R!qTw=Rl]M5-,74,strong
"/[,1K4L2U1_k{CUf",84,strong
tb2B15YAdhzD@?L2,84,strong
MD.WFQjRLFKQ$5qX$M,89,strong
z&1}b!Z|\B[|ir,79,strong
"un7Qc-,UD/\M(~pGMm",89,strong
JhAZ/s8;]C)8>2#L,84,strong
Y(H^]#N:be|?%\d,74,strong
"W,E@UwsK{Kb73Gpui_",89,strong
|(IsZ+(t+)xpAhh|H!-Q,86,strong
tVE^=U}uT8YjmS3grpy!,94,strong
$B#U^aIO41}~P,76,strong
h[2?m.2cS^3HjOj4iN{c,94,strong
g?\``Kh4UJz6oBKph-,89,strong
v\=:OJ*ghiR'CW,71,strong
w\dFJtG7kDYe$lo,82,strong
Gc}!d#~Ir`<z[Xu8:b_b,94,strong
_4`=;B$Qh?fMka\\,84,strong
s1!8`gY(/A4sX,76,strong
"`S.?vOOql.BT,6fX",84,strong
[!Vn3EW};MGPJ>66&',89,strong
":<BKnmE,8pQE?",76,strong
iv_NyQtw]jraUrF&O,78,strong
"02^If-y95\^c,$_Y|*",89,strong
ZD.k_u+~F&&_)rI~2,86,strong
N1$teIAI@((03'#,82,strong
y!eP#Gi!%^Hx]4qu,84,strong
"jE;krj\)NW{0pd,yZ$B%",94,strong
>nkde/MTBcln,66,medium
)}cuD`9&uqEahr,79,strong
8wts8MA)Qt1/M5G<>Li=,94,strong
=TfA?Nd&LFk52p0_F;,89,strong
[C@KHILWB>/A},60,medium
G26*+7o@xZRydBu'}=,89,strong
;~a(fglm7-6!M,76,strong
/-jI%(aC^[R2ng#_,84,strong
";GbRum(Cjayze+,LbF/c",66,medium
"oKD[hjva2I!#:'?0T,Pr",94,strong
<H18K[!8EQ#.:~[xpu&p,94,strong
#v)DIuD+fkSJn9W9H%7,92,strong
"\Ai(K$?ZgT,uJ17ogdcM",94,strong
MwWX`[?[tELg~6\~Aa,89,strong
_jgP7*/a@J^lge,79,strong
c:)Km3/AzJ!ZFh&,82,strong
%:jQzUFOY2}OZyrRBq@Z,94,strong
PE5o9Y{RoWn/Q],79,strong
"YUjJd==M&,T5z#U,J",86,strong
p?qt=4fi.Db}_P,79,strong
pu1uM!>QX@G6KSKUJS,89,strong
>$V{A8u1eE6CPNawEE&,92,strong
05Swn#y\P+8$3c$B:Vhf,94,strong
m}|7pF1pVV(=F,76,strong
OD=aC!~?.YC:,66,medium
9ST7*ah`bk5I`F]u(V-5,94,strong
l0+Ly\JBbLESIMN)I-,89,strong
)HvM$wVH'O4D`o,79,strong
.cWJT'NJ%<N#;,68,medium
B$7+a?yL6^%/>}Tc,84,strong
exKXjaU5*^m[/L0k,84,strong
"x:wWTf--0I`3,",76,strong
cXz(&VSP8?2E,74,strong
^0kpZmc#S}V9S`}cZm,89,strong
d&AH/D3GDdZ5,74,strong
+S7{VnG4:qdJM=C.,84,strong
"G,zb,9\F-2@*3}K",82,strong
5b0fi_CNc6aI!#f6D+S?,94,strong
"`IVYYDs/{)x,>BV-pyCY",86,strong
"UY5W=RV<xL8,*Qc0d{",89,strong
OfL4#v5RUZ4Px,76,strong
W;Opw9xhONdWJv!,82,strong
M{QvBHmCvJ3c,74,strong
#*DAnp*2nrZ#f*Lvw,86,strong
_uhIn;|tK4Iz89,79,strong
;`{_uJ:CBE/|>-'c)4j<,94,strong
"$:d&w,e#;n9@wiMFY=ir",94,strong
QP~QQj*IajwetHg}4,86,strong
_/]}_{Nx[2/>SF3,82,strong
O)@S2uq+rdGR{6,79,strong
"J?26),}8vrhlA=kw",84,strong
G^fr_^JU88)hER<|*B,89,strong
"QxU[d]-w0#,?fE`",82,strong
&.2djbW}G%*_Z),79,strong
|bLia4C39*&wknO1yB&,92,strong
`*C@}y.h0'GmHSRw],86,strong
5^$@^7zV`0*qf,76,strong
U?.hF_SHt\I}!+~,74,strong
JWb^(GLVC3FuNB<,82,strong
J*P&&CQQcipb,66,medium
WOULYxx|Clg?,66,medium
0oQ&o4?o5'0/LK;,82,strong
gNZ((fQW-'g\@R]V,76,strong
>Afs`luI%_.e/GMjS,78,strong
BpaKyj%%T'vlf,68,medium
ag<nxmL%wZ\)_,68,medium
g_n}U)n?Gg`h~kw.,76,strong
"n#kRm?.j9+H,ICghlc6",92,strong
ZABavX0%io*Jb,76,strong
2x=zY8[pF6z3WOJ2,84,strong
=/YE:{P2$ag9;}'>,84,strong
t(Y*$[hX[/W@cM/gox|,84,strong
"5;u.<VL,9$6HWtpL",84,strong
4M{0rB<EU_|'p2W!,84,strong
"%6:+q*`CeCV[,@Fx$xhC",94,strong
qRSjr<0kg=/j%Iq,82,strong
"#K2ch(4#mZ,Bezm",82,strong
"4h\#Z+qM8,E+",74,strong
kL*D|Yf%zoxHf8,79,strong
>h#FdFOmJx=4,54,medium
"E-McC7,Z%#|)i+3l7po",92,strong
F]FG{Qh]aZ1hJt,79,strong
d|NpN?Ou$%7S0}%+H,86,strong
}o:;Qkzgag[0!/(|H,86,strong
"*#c-JSS,ye-KMP=l'",78,strong
Z*s=g(iR&wMF',68,medium
";*Hhd,\y%bZ`oA",71,strong
"Dk,ol].X.&i'q96i",84,strong
IQF{>OJi/}B[6pY,82,strong
RO$-;rj7.H(5tE<X/,86,strong
"='z\7Tt<{Ds,^+X",82,strong
V@XSKwFT9i(lPX(n>,86,strong
"^GV,]dAz75!R.",76,strong
g>e$!mmFyHnSxA;U:Yj,84,strong
"I3r`LY0hl<!_Q8k.y,[",92,strong
gn6lgR9#qpEf]V,79,strong
`O~(k(|7{NwAJQx*j7,89,strong
DCl21|`Oe;9~e9g^}%?,92,strong
npSbz*#i%>RKu,68,medium
MLX+GEDlO#1v8Rm6,84,strong
Ovpv0c?$';vn=,76,strong
GTsO'J7%r\%e,74,strong
-s[Kn07p.8a2}xKi0$],92,strong
"^t)Fj+>`6XKU&EH|>,L",92,strong
0G.\2I<60?~ZF8,71,strong
